date,trip_count_seas_diff7,trip_count_stl_deseas,avg_fare_seas_diff7,avg_fare_stl_deseas,total_revenue_seas_diff7,total_revenue_stl_deseas
2024-03-20,-836.0,112998.40574541663,-0.20891528306195184,19.297615000765713,-60330.779999999795,3185825.039670524
2024-03-21,-6397.0,110954.75616054691,-0.583784233675761,19.0692561592498,-259140.86000000034,3077704.0097247385
2024-03-22,-11765.0,110106.51360990084,0.03036535089799841,19.572785552279385,-314645.0,3150888.9881144837
2024-03-23,-9381.0,109049.30446790412,-0.8911900919496638,19.127794064588613,-382018.9700000002,2914437.979769587
2024-03-24,-1495.0,113892.98853462278,-0.36216856859739366,19.618025986155253,-92137.66999999993,3228491.640026422
2024-03-25,-1817.0,112684.49869266976,0.039336660164778436,19.653357550475423,-70415.35999999987,3194758.6461446565
2024-03-26,847.0,112909.54772714406,0.07859959010287909,19.379207839953015,17531.409999999683,3177423.8960404424
2024-03-27,2088.0,114877.66462840377,0.298025667206673,19.58495432253146,76076.62999999989,3263111.355614201
2024-03-28,1601.0,112054.05790647915,1.0482943672229688,20.13075987295865,149467.66000000015,3209418.238229505
2024-03-29,2666.0,113450.00806264806,-0.22538663260143466,19.35882583720982,2189.810000000056,3164786.470333682
2024-03-30,-9072.0,100259.41207365568,0.33770469741206455,19.437582532870422,-187711.1000000001,2764639.067516397
2024-03-31,-3502.0,110176.98081574589,-0.5322145503450315,19.175527325544703,-190749.5,3027487.132404808
2024-04-01,542.0,113476.42923998128,-0.19783761187633075,19.487139363970005,-6260.600000000093,3190822.8848271086
2024-04-02,18498.0,131628.30985637862,0.2013120040302816,19.475491159018794,496264.95999999996,3658165.4157324852
2024-04-03,18003.0,132974.87638544035,0.030944029948283713,19.61046609477407,430731.06999999983,3717484.4286833354
2024-04-04,4799.0,116243.67980689966,-0.5983083878871689,19.519262877091176,71893.12000000011,3257102.465525612
2024-04-05,14541.0,128363.88589186785,0.11374141383996061,19.493854590188377,413284.4499999997,3573889.307507957
2024-04-06,18641.0,118844.20235258191,0.3856620211117985,19.75149978669338,525948.8800000004,3304714.001820564
2024-04-07,7224.0,116190.31541398421,0.19628895441883287,19.504650647839274,249842.64000000013,3254954.932302077
2024-04-08,3341.0,116492.31443884622,-0.42718579812241586,19.087401789086076,48895.00999999978,3225032.3958928864
2024-04-09,-10643.0,122224.01494638855,0.2633913023082428,19.682241465961948,-217505.34999999963,3449569.76881316
2024-04-10,-17416.0,116017.71809489919,-0.30723523115978324,19.29491188103842,-472250.58999999985,3269861.4858466485
2024-04-11,4962.0,121487.15088773675,-0.176876196806397,19.33623875848449,89465.8500000001,3337908.304524824
2024-04-12,-10264.0,118131.25499752602,0.1322815609473622,19.613628995343873,-230416.95999999996,3322532.8847866287
2024-04-13,-1417.0,117128.48521627505,-0.6580145432411371,18.986475464523075,-108520.8200000003,3255575.429722501
2024-04-14,5753.0,120250.9803808611,0.15709185915179802,19.713742874622483,177126.7999999998,3389324.0377936596
2024-04-15,3661.0,119308.80387369757,0.9125354004687409,20.050178794241294,222609.72999999998,3426665.094545121
2024-04-16,-9293.0,114272.3323251253,0.08146264881217746,19.868713299946172,-229686.0,3241973.3448740053
2024-04-17,4887.0,121581.79517594296,0.37378442300124703,19.65410962166583,234883.76000000024,3515403.1774781574
2024-04-18,-7763.0,114857.79836693293,0.25127344879751234,19.519837611537135,-122332.12000000011,3235421.3767281785
2024-04-19,-4404.0,113473.45166753283,-0.13120313872997613,19.420097680172578,-115336.22999999998,3181714.9375685486
2024-04-20,2851.0,120472.10158569967,0.9728722834943184,19.998208505993414,208810.41999999993,3486216.777593176
2024-04-21,-5528.0,113726.51320372376,-0.3047151600233029,19.42411320879337,-186962.22999999998,3187947.3594630603
2024-04-22,-10362.0,107723.66338355611,-0.5134548634507468,19.49714187736046,-370236.23999999976,3017595.02054064
2024-04-23,-10851.0,104216.20728488704,-0.5555825147215465,19.443467342046638,-359530.4400000004,2936636.81801169
2024-04-24,-17775.0,103241.79113067294,0.1431184886242356,19.72090119510678,-467630.1700000004,3006102.2705265493
2024-04-25,-11112.0,105657.4296406392,0.571964448402035,20.00951235487098,-215530.79000000004,3054314.359362841
2024-04-26,-6166.0,105601.4717051526,0.5899125399660079,19.997643049396782,-85588.66999999993,3051777.3893800788
2024-04-27,-14514.0,106286.55075157869,-0.22822931588657625,19.849980861657954,-383489.5,3118191.938159177
2024-04-28,-6279.0,108688.04422213508,0.47437278363155855,19.98883639047277,-111026.16999999993,3137023.1314372127
